,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,INCOME_ANNUITY_DIFF,CREDIT_GOODS_RATIO,CREDIT_GOODS_DIFF,CREDIT_TERM,DAYS_EMPLOYED_RATIO,FLAG_CONTACTS_SUM,CNT_NON_CHILDREN,CHILDREN_INCOME_RATIO,PER_CAPITA_INCOME,FLAG_REGIONS,SUM_FLAGS_DOCUMENTS
178,178,100207,0,Cash loans,F,0,1,0,157500.0,700830.0,22738.5,585000.0,"Spouse, partner",Working,1,Civil marriage,House / apartment,0.01885,-16518,-3592.0,-3627.0,-44,,1,1,0,1,0,0,Waiters/barmen staff,2.0,2,2,5,10,0,0,0,0,0,0,Government,,0.6717825437089173,0.5937175866150576,0.0,0.0,0.0,0.0,-2709.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,4.449714285431765,0.14437142856226215,134761.5,1.1979999999795214,115830.00000999999,30.821294267070694,0.2174597410203776,3,2.0,0.0,52500.0,0,1
179,179,100208,0,Cash loans,M,0,0,1,180000.0,888840.0,29016.0,675000.0,Family,Commercial associate,1,Civil marriage,House / apartment,0.007114,-12648,-2802.0,-2109.0,-4594,,1,1,0,1,0,0,Laborers,3.0,2,2,4,11,0,0,0,0,0,0,Self-employed,0.34271221048651057,0.6344549499357989,0.7062051096536562,0.0,0.0,0.0,0.0,-1127.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,2.0,False,4.937999999725667,0.16119999999104445,150984.0,1.316799999980492,213840.00001,30.632754331874573,0.22153700207268892,3,2.0,5.555555555246914e-06,45000.0,0,1
180,180,100209,1,Revolving loans,M,0,1,3,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.02461,-15326,-1038.0,-782.0,-792,,1,1,0,1,0,0,High skill tech staff,5.0,2,2,3,18,0,0,0,0,0,0,Construction,,0.3721102589242765,0.5064842396679806,0.0,0.0,0.0,0.0,-429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,2.9999999998333333,0.1499999999916667,153000.0,0.9999999999814816,1e-05,19.999999992592596,0.06772804389124888,3,2.0,1.6666666665740745e-05,30000.0,0,0
181,181,100210,0,Cash loans,F,0,1,1,202500.0,771493.5,25627.5,666000.0,Unaccompanied,Working,3,Separated,House / apartment,0.005313,-16475,-17.0,-1225.0,-25,,1,1,0,1,0,0,Core staff,2.0,2,2,0,12,0,0,0,0,0,0,School,,0.6219784526230758,0.7449321846094795,0.0,0.0,0.0,0.0,-1488.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,3.8098444442563038,0.1265555555493059,176872.5,1.1583986486312554,105493.50001,30.104126414943277,0.0010318664649662317,3,1.0,4.938271604694407e-06,67500.0,0,1
182,182,100211,0,Cash loans,M,0,0,3,225000.0,746280.0,49873.5,675000.0,Unaccompanied,Commercial associate,1,Married,House / apartment,0.006233,-14033,-328.0,-544.0,-554,,1,1,1,1,0,0,Cooking staff,5.0,2,2,1,14,0,0,0,1,1,0,Other,,0.5750860506591902,0.3077366963789207,0.0,0.0,0.0,0.0,-534.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,False,3.316799999852587,0.2216599999901485,175126.5,1.1055999999836208,71280.00001,14.963457544595132,0.02337347682133077,4,2.0,1.3333333332740739e-05,37500.0,2,1
183,183,100213,0,Cash loans,F,0,0,2,49500.0,278460.0,19930.5,225000.0,Unaccompanied,Working,1,Married,House / apartment,0.031329,-13873,-1282.0,-632.0,-5042,,1,1,0,1,0,1,Laborers,4.0,2,2,6,10,0,0,0,0,0,0,Industry: type 3,0.5497171405900174,0.4953660887502677,0.5814837058057234,0.0,0.0,0.0,0.0,-2690.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,False,5.62545454431809,0.4026363635550229,29569.5,1.2375999999449956,53460.00001,13.971551133202102,0.0924097167825342,4,2.0,4.0404040395877976e-05,9900.0,0,1
184,184,100214,1,Cash loans,F,0,1,1,202500.0,436032.0,28516.5,360000.0,Unaccompanied,Commercial associate,3,Civil marriage,House / apartment,0.032561,-10127,-111.0,-1724.0,-337,,1,1,0,1,1,0,XNA,3.0,1,1,2,14,0,0,0,0,0,0,Business Entity Type 3,,0.5002314931327102,,0.0,0.0,0.0,0.0,-130.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.153244444338112,0.14082222221526805,173983.5,1.2111999999663554,76032.00001,15.290516011680774,0.010960797877911323,4,2.0,4.938271604694407e-06,50625.0,0,1
185,185,100215,0,Cash loans,F,1,0,0,90000.0,227520.0,8172.0,180000.0,Unaccompanied,Pensioner,1,Civil marriage,House / apartment,0.025164,-21703,,-9849.0,-4980,11.0,1,0,0,1,1,0,XNA,2.0,2,2,3,13,0,0,0,0,0,0,XNA,,0.2653117484731741,0.6413682574954046,0.0,0.0,0.0,0.0,-2028.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,5.0,True,2.527999999719111,0.0907999999899111,81828.0,1.2639999999297782,47520.00001,27.841409657560693,,3,2.0,0.0,30000.0,0,1
186,186,100216,0,Cash loans,F,0,0,0,90000.0,67500.0,6705.0,67500.0,Unaccompanied,Working,1,Married,Municipal apartment,0.018209,-19785,-9919.0,-9342.0,-3310,,1,1,1,1,1,0,Sales staff,2.0,3,3,1,13,0,0,0,0,0,0,Business Entity Type 3,0.6200196960355097,0.7094531689636673,,1.0,0.0,1.0,0.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.7499999999166667,0.07449999999172223,83295.0,0.9999999998518518,1e-05,10.067114078945393,0.5013393987876368,5,2.0,0.0,30000.0,0,1
187,187,100217,0,Cash loans,F,0,0,0,180000.0,254700.0,25321.5,225000.0,Family,Working,1,Separated,House / apartment,0.00496,-13620,-1403.0,-5451.0,-4225,,1,1,0,1,0,1,Laborers,1.0,2,2,0,14,0,0,0,0,0,0,Self-employed,0.5216328501389592,0.39143594690346734,0.42765737003502935,1.0,0.0,1.0,0.0,-252.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,False,1.4149999999213891,0.14067499999218472,154678.5,1.1319999999496888,29700.000010000003,10.058645810849022,0.10301027907710006,4,1.0,0.0,90000.0,0,1
188,188,100218,0,Cash loans,M,1,1,0,337500.0,876078.0,49050.0,765000.0,Unaccompanied,Commercial associate,3,Single / not married,House / apartment,0.072508,-13210,-225.0,-7318.0,-4397,3.0,1,1,0,1,0,0,Drivers,1.0,1,1,5,12,0,0,0,0,0,0,Business Entity Type 3,0.667166655817305,0.7494092451416423,0.3376727217405312,0.0,0.0,0.0,0.0,-382.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,2.5957866665897544,0.14533333332902715,288450.0,1.1451999999850302,111078.00000999999,17.86091742755129,0.017032551110546967,3,1.0,0.0,168750.0,0,1
189,189,100219,0,Cash loans,M,0,1,1,315000.0,2250000.0,83515.5,2250000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.032561,-11177,-1514.0,-64.0,-2793,,1,1,0,1,0,1,Core staff,3.0,1,1,4,16,0,0,0,0,0,0,Business Entity Type 3,0.3800918342678742,0.6933579251678945,,0.0,0.0,0.0,0.0,-926.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,7.142857142630385,0.2651285714201546,231484.5,0.9999999999955556,1e-05,26.94110673743902,0.13545674164396238,4,2.0,3.174603174502393e-06,78750.0,0,1
190,190,100220,0,Cash loans,F,0,1,0,225000.0,1040985.0,30568.5,909000.0,Unaccompanied,Commercial associate,3,Single / not married,House / apartment,0.0038179999999999998,-14823,-185.0,-1147.0,-4138,,1,1,0,1,0,0,Sales staff,1.0,2,2,1,6,0,0,0,0,0,0,Self-employed,,0.6263387445759298,0.6075573001388961,2.0,0.0,2.0,0.0,-1898.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,False,4.626599999794373,0.13585999999396178,194431.5,1.1451980197893818,131985.00001,34.05417340266805,0.012480604474452274,3,1.0,0.0,112500.0,0,1
191,191,100221,0,Cash loans,F,0,1,0,225000.0,684054.0,77494.5,630000.0,Unaccompanied,Commercial associate,1,Widow,House / apartment,0.006629,-23656,-11883.0,-7125.0,-4681,,1,1,0,1,1,0,XNA,1.0,2,2,1,9,0,0,0,0,0,0,Bank,,0.5924589685675292,0.7366226976503176,0.0,0.0,0.0,0.0,-584.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,False,3.0402399998648786,0.3444199999846925,147505.5,1.0857999999827652,54054.00001,8.827129666127643,0.502324991757831,4,1.0,0.0,112500.0,0,1
192,192,100224,0,Cash loans,F,1,1,2,225000.0,1256400.0,36864.0,900000.0,Unaccompanied,Commercial associate,1,Married,House / apartment,0.019688999999999998,-14091,-5664.0,-8127.0,-2462,7.0,1,1,0,1,0,0,XNA,4.0,2,2,1,9,0,0,0,0,0,0,Business Entity Type 3,,0.5986321123746743,0.3441550073724169,4.0,2.0,4.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.583999999751822,0.16383999999271825,188136.0,1.395999999984489,356400.00001,34.082031240754645,0.4019586973259234,3,2.0,8.888888888493827e-06,45000.0,0,1
193,193,100225,0,Cash loans,M,1,0,2,157500.0,720000.0,28552.5,720000.0,Unaccompanied,Commercial associate,1,Married,With parents,0.030755,-14144,-4516.0,-1516.0,-4616,7.0,1,1,0,1,1,0,Sales staff,4.0,2,2,3,10,0,0,0,0,1,1,Self-employed,,0.7221783702089665,0.6347055309763198,0.0,0.0,0.0,0.0,-1450.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,4.5714285711383225,0.1812857142742041,128947.5,0.9999999999861112,1e-05,25.216706058938197,0.3192873305424825,4,2.0,1.269841269760645e-05,31500.0,2,1
194,194,100226,0,Revolving loans,F,0,0,2,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,1,Married,House / apartment,0.009656999999999999,-13584,-680.0,-350.0,-2097,,1,1,0,1,0,0,Sales staff,4.0,2,2,1,16,0,0,0,0,0,0,Self-employed,0.39416326551627395,0.6365722494978974,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.3999999997866666,0.11999999998933332,99000.0,0.9999999999629628,1e-05,19.999999985185184,0.050058892851927925,3,2.0,1.777777777619753e-05,22500.0,0,0
195,195,100227,0,Cash loans,M,0,0,0,292500.0,1024740.0,55719.0,900000.0,Unaccompanied,Working,3,Single / not married,House / apartment,0.006207,-10010,-240.0,-4629.0,-2680,,1,1,1,1,1,0,Managers,1.0,2,2,2,14,0,0,0,1,1,0,Self-employed,0.4129435398173111,0.6348960636020012,0.29708661164720285,0.0,0.0,0.0,0.0,-964.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,False,3.5033846152648414,0.19049230768579511,236781.0,1.1385999999873488,124740.00000999999,18.39121304790265,0.02397602399997605,5,1.0,0.0,146250.0,2,1
196,196,100228,0,Cash loans,F,0,0,1,121500.0,1102500.0,32364.0,1102500.0,Unaccompanied,State servant,1,Married,Municipal apartment,0.009656999999999999,-13957,-410.0,-5038.0,-4630,,1,1,1,1,1,0,Laborers,3.0,2,2,0,13,0,0,0,0,0,0,Business Entity Type 2,0.7410963179186301,0.4088706121454352,0.42589289800515295,0.0,0.0,0.0,0.0,-317.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,False,9.074074073327235,0.26637037034844685,89136.0,0.9999999999909296,1e-05,34.06562846555876,0.029375940409383062,5,2.0,8.230452674219716e-06,30375.0,0,1
197,197,100229,0,Cash loans,F,0,1,0,157500.0,544491.0,16047.0,454500.0,Family,Working,1,Married,House / apartment,0.010147,-17947,-5025.0,-11812.0,-1505,,1,1,0,1,0,0,Medicine staff,2.0,2,2,1,17,0,0,0,0,0,0,Medicine,,0.6410123825293345,0.7597121819739279,0.0,0.0,0.0,0.0,-122.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,3.457085714066217,0.10188571427924537,141453.0,1.1979999999736413,89991.00001,33.93101512187261,0.2799910850169895,3,2.0,0.0,52500.0,0,1
198,198,100230,0,Revolving loans,F,0,0,0,135000.0,405000.0,20250.0,405000.0,Children,Working,1,Married,House / apartment,0.008473999999999999,-19070,-837.0,-6789.0,-2595,,1,1,1,1,0,0,Sales staff,2.0,2,2,2,11,0,0,0,0,0,0,Self-employed,0.6215554079882224,0.3715433102138179,0.180887977767074,10.0,1.0,10.0,0.0,-481.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,2.999999999777778,0.1499999999888889,114750.0,0.9999999999753086,1e-05,19.999999990123452,0.04389092818242838,4,2.0,0.0,45000.0,0,0
199,199,100231,0,Cash loans,M,1,1,1,108000.0,912240.0,30276.0,787500.0,"Spouse, partner",Commercial associate,1,Married,House / apartment,0.018634,-17850,-2899.0,-2880.0,-1400,9.0,1,1,0,1,0,0,Drivers,3.0,2,2,3,9,0,0,0,0,1,1,Industry: type 3,,0.4973012633185316,0.8327850252992314,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,2.0,False,8.446666665884567,0.2803333333073765,77724.0,1.1583999999852903,124740.00000999999,30.130796660678158,0.16240896367641958,3,2.0,9.25925925840192e-06,27000.0,2,1
200,200,100233,0,Cash loans,F,0,1,0,216000.0,679671.0,28926.0,607500.0,Unaccompanied,Working,1,Married,House / apartment,0.010966,-18341,-701.0,-9730.0,-1876,,1,1,0,1,0,0,XNA,2.0,2,2,2,10,0,0,0,0,0,0,Transport: type 4,,0.20158368228640064,0.6092756673894402,1.0,1.0,1.0,0.0,-2071.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,False,3.1466249998543234,0.13391666666046684,187074.0,1.1187999999815836,72171.00001,23.496888604197988,0.03822038058896482,3,2.0,0.0,72000.0,0,1
201,201,100234,0,Revolving loans,F,0,0,0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,1,Widow,With parents,0.003069,-16614,-551.0,-6098.0,-166,,1,1,0,1,0,0,Core staff,1.0,3,3,3,12,0,0,0,0,0,0,Hotel,,0.5839260467408239,0.7165702448010511,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,2.6666666662716048,0.13333333331358024,58500.0,0.9999999999444446,1e-05,19.999999977777783,0.033164800790396534,3,1.0,0.0,33750.0,0,0
202,202,100235,0,Cash loans,F,0,1,0,135000.0,364896.0,19926.0,315000.0,Unaccompanied,Working,1,Married,House / apartment,0.016612000000000002,-15887,-468.0,-4604.0,-3739,,1,1,0,1,0,0,Cooking staff,2.0,2,2,2,12,0,0,0,1,0,1,Military,,0.505288174383516,0.21885908222837447,1.0,0.0,1.0,0.0,-736.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,2.7029333331331165,0.14759999998906667,115074.0,1.1583999999632253,49896.00001,18.312556449707643,0.029458047478729807,3,2.0,0.0,45000.0,2,1
203,203,100236,0,Cash loans,M,1,1,0,112500.0,312768.0,20353.5,270000.0,Unaccompanied,Working,1,Married,House / apartment,0.028663,-23187,-1896.0,-5213.0,-4265,21.0,1,1,0,1,0,0,Laborers,2.0,2,2,1,16,0,0,0,0,1,1,Business Entity Type 2,,0.4306182973609284,,2.0,0.0,2.0,0.0,-149.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.7801599997528745,0.18091999998391825,92146.5,1.1583999999570962,42768.00001,15.366791944694135,0.08176995733892696,3,2.0,0.0,37500.0,2,1
204,204,100237,0,Cash loans,F,0,0,2,144000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,1,Civil marriage,Rented apartment,0.010966,-13803,-281.0,-640.0,-3215,,1,1,1,1,1,0,Core staff,4.0,2,2,5,11,1,1,0,1,1,0,Trade: type 3,,0.5470362331184999,0.2176285202779586,1.0,0.0,1.0,0.0,-533.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,8.94687499937869,0.2624999999817709,106200.0,1.1451999999898204,163350.00001,34.08333332431658,0.020357893226369557,5,2.0,1.3888888887924383e-05,28800.0,4,1
205,205,100238,0,Cash loans,M,1,1,2,135000.0,781920.0,50148.0,675000.0,"Spouse, partner",Commercial associate,1,Married,House / apartment,0.035792000000000004,-12994,-1330.0,-2588.0,-1202,21.0,1,1,0,1,0,0,Laborers,4.0,2,2,6,12,0,0,0,0,1,1,Business Entity Type 3,0.4372891777945847,0.6456336382884252,0.6545292802242897,0.0,0.0,0.0,0.0,-334.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.791999999570964,0.3714666666391506,84852.0,1.1583999999828385,106920.00001,15.59224694592162,0.10235493312479216,3,2.0,1.4814814813717426e-05,27000.0,2,1
206,206,100239,0,Cash loans,F,0,1,1,225000.0,1483231.5,51687.0,1354500.0,Unaccompanied,Working,1,Married,House / apartment,0.010147,-20191,-1699.0,-6040.0,-3723,,1,1,0,1,0,1,Accountants,3.0,2,2,0,15,0,0,0,0,0,0,Business Entity Type 3,0.8530803639689652,0.7573276838423868,0.13094715293601816,2.0,1.0,2.0,0.0,-1864.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,False,6.592139999707017,0.22971999998979026,173313.0,1.0950398671015502,128731.50000999999,28.69641301899967,0.08414640190389104,4,2.0,4.4444444442469135e-06,56250.0,0,1
207,207,100240,0,Cash loans,M,0,1,2,135000.0,590337.0,28530.0,477000.0,Unaccompanied,Working,1,Married,House / apartment,0.018029,-11978,-3947.0,-6005.0,-4099,,1,1,0,1,1,0,Laborers,4.0,3,2,6,8,0,0,0,0,0,0,Housing,0.2449031137305613,0.628531689899611,0.12140828616312165,4.0,1.0,4.0,1.0,-155.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,False,4.372866666342752,0.21133333331767906,106470.0,1.23760377355896,113337.00000999999,20.691798100002874,0.32952078838664284,4,2.0,1.4814814813717426e-05,27000.0,0,1
208,208,100242,0,Cash loans,M,1,1,0,90000.0,101880.0,10827.0,90000.0,Unaccompanied,Working,1,Married,Municipal apartment,0.005144,-20945,-7359.0,-7395.0,-4287,11.0,1,1,1,1,0,0,Drivers,2.0,2,2,5,12,0,0,0,0,0,0,Business Entity Type 3,,0.7183142380543178,0.38079968264891495,0.0,0.0,0.0,0.0,-2278.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.1319999998742225,0.12029999998663335,79173.0,1.1319999998742225,11880.00001,9.409808802614013,0.3513487707573878,4,2.0,0.0,30000.0,0,1
209,209,100243,0,Cash loans,M,0,1,0,112500.0,161730.0,13833.0,135000.0,Unaccompanied,Working,3,Married,House / apartment,0.028663,-9720,-573.0,-689.0,-2193,,1,1,1,1,1,0,Laborers,2.0,2,2,6,13,0,0,0,0,1,1,Business Entity Type 3,,0.3940749254999855,0.4543210601605785,3.0,0.0,3.0,0.0,-1197.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,1.437599999872213,0.1229599999890702,98667.0,1.1979999999112594,26730.00001,11.691607018223374,0.0589506173445994,5,2.0,0.0,37500.0,2,1
210,210,100244,0,Cash loans,M,0,0,1,247500.0,447768.0,35505.0,405000.0,Unaccompanied,Working,1,Married,House / apartment,0.010006000000000001,-17103,-5021.0,-221.0,-647,,1,1,1,1,0,0,Laborers,3.0,2,2,5,14,0,0,0,0,0,0,Industry: type 9,0.4050977259902663,0.10357025278376973,0.7421816117614419,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.8091636362905392,0.1434545454487493,211995.0,1.1055999999727009,42768.00001,12.611406840554451,0.29357422691549684,4,2.0,4.040404040240792e-06,61875.0,0,1
211,211,100246,1,Cash loans,F,0,1,0,135000.0,495216.0,26995.5,427500.0,Unaccompanied,Working,1,Married,House / apartment,0.008019,-12824,-154.0,-6764.0,-126,,1,1,0,1,0,0,Laborers,2.0,2,2,3,10,0,0,0,0,0,0,Self-employed,,0.04402082293195103,0.24318648044201235,0.0,0.0,0.0,0.0,-309.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.668266666394944,0.19996666665185436,108004.5,1.1583999999729029,67716.00001,18.344390724993282,0.012008733633818413,3,2.0,0.0,45000.0,0,1
212,212,100247,0,Cash loans,F,0,1,0,225000.0,402939.0,19381.5,306000.0,Unaccompanied,Working,1,Married,House / apartment,0.010147,-19914,-3408.0,-7647.0,-3444,,1,1,0,1,1,0,Laborers,2.0,2,2,4,11,0,1,1,0,1,1,Business Entity Type 1,0.5824923923697667,0.6577836105245277,0.19633396621345675,2.0,1.0,2.0,0.0,-1498.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,False,1.7908399999204072,0.08613999999617156,205618.5,1.3167941176040263,96939.00001,20.78987693378228,0.1711358843884382,4,2.0,0.0,75000.0,4,1
213,213,100248,0,Cash loans,F,0,1,0,90000.0,808650.0,23643.0,675000.0,Unaccompanied,Pensioner,1,Civil marriage,House / apartment,0.007305,-22389,,-12314.0,-4884,,1,0,0,1,0,0,XNA,2.0,3,3,2,12,0,0,0,0,0,0,XNA,,0.2234945061552079,0.4561097392782771,1.0,0.0,1.0,0.0,-1386.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,True,8.984999999001666,0.2626999999708111,66357.0,1.197999999982252,133650.00001,34.202512357060215,,2,2.0,0.0,30000.0,0,1
214,214,100249,0,Cash loans,F,0,1,2,67500.0,76410.0,4513.5,67500.0,Unaccompanied,Working,1,Married,House / apartment,0.0105,-15293,-5317.0,-4699.0,-4753,,1,1,1,1,0,0,Laborers,4.0,3,3,4,15,0,0,0,0,1,1,Industry: type 3,0.6364982706931857,0.09344532658923724,0.5190973382084597,0.0,0.0,0.0,0.0,-1655.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,1.1319999998322965,0.06686666665676047,62986.5,1.1319999998322965,8910.00001,16.92921232540332,0.3476754072763195,4,2.0,2.962962962524005e-05,13500.0,2,1
215,215,100250,0,Cash loans,F,1,0,1,72000.0,90000.0,6529.5,90000.0,Unaccompanied,Working,1,Married,With parents,0.010966,-11259,-164.0,-808.0,-3951,17.0,1,1,0,1,0,0,Laborers,3.0,2,2,4,12,0,0,0,0,0,0,Business Entity Type 3,,0.2954329912505275,0.6212263380626669,0.0,0.0,0.0,0.0,-1203.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,False,1.2499999998263889,0.09068749998740452,65470.5,0.9999999998888888,1e-05,13.783597497842717,0.014566124890812791,3,2.0,1.3888888886959875e-05,18000.0,0,1
216,216,100251,0,Cash loans,M,1,1,0,202500.0,270000.0,14134.5,270000.0,Unaccompanied,Working,1,Married,House / apartment,0.025164,-19530,-1940.0,-7092.0,-3060,12.0,1,1,0,1,1,0,Drivers,2.0,2,2,3,8,0,0,0,0,1,1,Other,0.6904366778886438,0.5810223448295264,,0.0,0.0,0.0,0.0,-1424.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.3333333332674897,0.06979999999655309,188365.5,0.9999999999629628,1e-05,19.102196739111964,0.09933435744973597,4,2.0,0.0,67500.0,2,1
217,217,100252,0,Cash loans,F,0,1,0,225000.0,490495.5,50391.0,454500.0,Unaccompanied,Working,1,Married,House / apartment,0.006629,-17715,-1256.0,-5284.0,-1238,,1,1,0,1,0,0,Sales staff,2.0,2,2,2,10,0,0,0,0,0,0,Self-employed,,0.6709671766393199,,3.0,0.0,3.0,0.0,-470.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,False,2.1799799999031118,0.22395999999004626,174609.0,1.0791980197782354,35995.50001,9.73379174659487,0.07090036696071146,3,2.0,0.0,75000.0,0,1
