,SK_ID_CURR,PREVAPP_SK_ID_PREV_COUNT,PREVAPP_AMT_ANNUITY_LAST,PREVAPP_AMT_APPLICATION_LAST,PREVAPP_AMT_CREDIT_LAST,PREVAPP_AMT_DOWN_PAYMENT_LAST,PREVAPP_AMT_GOODS_PRICE_LAST,PREVAPP_FLAG_LAST_APPL_PER_CONTRACT_LAST,PREVAPP_DAYS_FIRST_DUE_LAST,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_LAST,PREVAPP_DAYS_LAST_DUE_LAST,PREVAPP_AMT_DECLINED_LAST,PREVAPP_AMT_CREDIT_GOODS_RATIO_LAST,PREVAPP_AMT_CREDIT_GOODS_DIFF_LAST,PREVAPP_AMT_CREDIT_APPLICATION_RATIO_LAST,PREVAPP_CREDIT_DOWNPAYMENT_RATIO_LAST,PREVAPP_GOOD_DOWNPAYMET_RATIO_LAST,PREVAPP_ANNUITY_LAST,PREVAPP_ANNUITY_GOODS_LAST
395,100418,3,3375.0,0.0,67500.0,3334.5,33322.5,1,-950.0,365243.0,365243.0,-67500.0,0.9890614446728,-364.5,0.0,0.10117422170605793,0.10006752191460197,6749999999.999999,2776.8726859394287
396,100419,2,5172.39,23746.5,25155.0,0.0,23746.5,1,-310.0,-160.0,-160.0,-1408.5,1.0593140037229427,1408.5,0.9440071552597864,0.0,0.0,4192.493012511646,3957.743403760994
397,100420,1,4204.71,35455.5,35068.5,3546.0,35455.5,1,-1744.0,-1414.0,-1414.0,387.0,0.9890849089734781,-387.0,1.011035544431317,0.1011163864718718,0.10001269193777758,2922.3725646895296,2954.622537814552
398,100421,3,11915.685,263097.0,263097.0,0.0,263097.0,1,-973.0,-283.0,-313.0,0.0,0.9999999999619912,0.0,0.9999999999619912,0.0,0.0,10962.370432345651,10962.370432345651
399,100422,7,12243.465,132151.5,133726.5,0.0,132151.5,1,-246.0,84.0,-156.0,-1575.0,1.0119181393316068,1575.0,0.9882222296262728,0.0,0.0,11143.865713445239,11012.61582282015
400,100423,7,40133.475,675000.0,767664.0,,675000.0,1,-500.0,938.0,-500.0,-92664.0,1.1372799999831515,92664.0,0.8792909397747024,,,15992.996668125694,14062.497070313111
401,100424,3,4276.575,35172.0,35172.0,0.0,35172.0,1,-2663.0,-2453.0,-2453.0,0.0,0.9999999997156828,0.0,0.9999999997156828,0.0,0.0,2930.9975575020353,2930.9975575020353
402,100425,5,5460.66,42165.0,42165.0,0.0,42165.0,1,-1746.0,-1416.0,-1416.0,0.0,0.9999999997628364,0.0,0.9999999997628364,0.0,0.0,3922.871730940225,3493.122089064926
403,100426,7,23363.775,225000.0,239850.0,0.0,225000.0,1,-1334.0,-1004.0,-1004.0,-14850.0,1.0659999999526222,14850.0,0.9380863039008512,0.0,0.0,19987.48334376388,18749.984375013017
404,100427,1,3415.77,20205.0,21537.0,0.0,20205.0,1,-2427.0,-2217.0,-2217.0,-1332.0,1.0659242756417104,1332.0,0.9381529456571701,0.0,0.0,2692.121634847957,2525.6218429726964
405,100428,2,5832.54,30766.5,29061.0,3078.0,30766.5,1,-2303.0,-2153.0,-2153.0,1705.5,0.9445663299547994,-1705.5,1.0586868996047325,0.10591514397098684,0.10004387886173473,4843.491927513454,5127.7414537642435
406,100429,7,2651.265,26088.48,26268.48,2610.0,26088.48,1,-150.0,180.0,-90.0,-180.0,1.0068995966775758,180.0,0.993147680797234,0.09935862292018473,0.1000441573828586,2189.0381758015196,2174.0381883015093
407,100430,8,20795.985,180000.0,191880.0,2007.0,180000.0,1,-480.0,-150.0,-180.0,-11880.0,1.065999999940778,11880.0,0.9380863038910732,0.1113330004374921,0.10017969446931232,15989.986675011103,14999.987500010415
408,100431,14,9338.985,0.0,0.0,0.0,48825.0,1,-299.0,-149.0,-149.0,0.0,1.0528110596922045,2578.5,0.0,0.0,0.0,8567.235721273799,8137.486437522603
409,100432,2,3880.53,0.0,0.0,0.0,35910.0,1,-474.0,-144.0,-144.0,0.0,1.118796992169647,4266.0,0.0,0.0,0.0,3347.9972100023247,2992.4975062520784
410,100433,4,14910.93,135000.0,172206.0,0.0,135000.0,1,-1768.0,-1258.0,-1258.0,-37206.0,1.2755999999055112,37206.0,0.7839448102398323,0.0,0.0,9566.994685002954,7499.995833335648
411,100434,4,19718.28,0.0,0.0,23022.0,270000.0,1,-812.0,-302.0,-362.0,0.0,1.0811833332932894,21919.5,0.0,0.23820831584814675,0.1999999999826253,16217.740990143897,14999.991666671296
412,100435,3,9762.48,81625.5,79015.5,9000.0,81625.5,1,-717.0,-447.0,-477.0,2610.0,0.9680246980455832,-2610.0,1.0330314936900948,0.1139017028160422,0.1102596614893312,7901.542098457901,8162.541837458163
413,100436,6,38432.43,765000.0,969048.0,0.0,765000.0,1,-903.0,147.0,-303.0,-204048.0,1.2667294117481471,204048.0,0.7894345790839109,0.0,0.0,26917.99252277985,21249.99409722386
414,100437,11,4500.0,0.0,0.0,5926.5,450000.0,1,365243.0,365243.0,365243.0,0.0,0.19999999999555554,-360000.0,0.0,0.10112100735375358,0.10001518831847994,9000000000.0,45000000000.0
415,100438,3,8830.53,47272.5,47272.5,0.0,47272.5,1,-40.0,110.0,365243.0,0.0,0.9999999997884604,0.0,0.9999999997884604,0.0,0.0,7878.736868771886,7878.736868771886
416,100439,2,7004.52,0.0,0.0,4464.0,44622.0,1,-479.0,-269.0,-269.0,0.0,0.971258571787177,-1282.5,0.0,0.10300072679587888,0.10004033882388948,5417.43072821159,5577.743027821215
417,100440,5,7930.62,90000.0,98910.0,9000.0,90000.0,1,-623.0,-113.0,-113.0,-8910.0,1.0989999998778888,8910.0,0.909918107278342,0.06480881399403696,0.06648936169721563,5494.996947223918,4999.997222223766
418,100441,10,9830.97,90000.0,95940.0,47250.0,90000.0,1,-364.0,-34.0,-244.0,-5940.0,1.0659999998815557,5940.0,0.938086303842184,0.14344458257190992,0.12962962962607325,7994.993337505552,7499.993750005207
419,100442,6,6750.0,135000.0,135000.0,0.0,135000.0,1,365243.0,365243.0,365243.0,0.0,0.9999999999259259,0.0,0.9999999999259259,0.0,0.0,13499999999.999998,13499999999.999998
420,100443,3,20123.865,225000.0,254700.0,9450.0,225000.0,1,-555.0,135.0,365243.0,-29700.0,1.1319999999496888,29700.0,0.8833922261137263,0.2499999999338624,0.19999999995767195,10612.495578126842,9374.996093751628
421,100444,2,7112.295,58041.0,63787.5,0.0,58041.0,1,-1967.0,-1637.0,-1637.0,-5746.5,1.099007597887871,5746.5,0.909911816435836,0.0,0.0,5315.62057031619,4836.7459693783585
422,100445,8,12439.215,0.0,0.0,6750.0,58320.0,1,-1749.0,-1599.0,-1599.0,0.0,1.0460648146354483,2686.5,0.0,0.11064394775792022,0.11574074072089492,10167.733053778244,9719.983800027
423,100446,1,7252.155,77764.5,77764.5,0.0,77764.5,1,-426.0,-96.0,-156.0,0.0,0.9999999998714064,0.0,0.9999999998714064,0.0,0.0,6480.3695996920005,6480.3695996920005
424,100447,3,32347.935,315000.0,332046.0,0.0,315000.0,1,-849.0,-519.0,-699.0,-17046.0,1.0541142856808217,17046.0,0.9486637393328434,0.0,0.0,27670.476941269215,26249.97812501823
425,100448,2,17770.41,225000.0,254700.0,2695.5,225000.0,1,-559.0,131.0,-109.0,-29700.0,1.1319999999496888,29700.0,0.8833922261137263,0.10265638385122104,0.10001669724123237,10612.495578126842,9374.996093751628
426,100449,1,10438.965,104400.0,93960.0,10440.0,104400.0,1,-818.0,-548.0,-548.0,10440.0,0.8999999999137931,-10440.0,1.1111111109928575,0.11111111109928573,0.09999999999042146,9395.990604009396,10439.98956001044
427,100450,2,7294.005,0.0,0.0,,90000.0,1,-545.0,505.0,-425.0,0.0,1.1979999998668889,17820.0,0.0,,,2994.999168055787,2499.9993055557484
428,100451,14,49217.085,1138500.0,1237684.5,0.0,1138500.0,1,-1500.0,-1170.0,-1230.0,-99184.5,1.08711857706555,99184.5,0.9198628568030072,0.0,0.0,34380.115449967925,31624.99121528021
429,100452,7,16293.15,225000.0,254700.0,18000.0,225000.0,1,-1114.0,-424.0,-844.0,-29700.0,1.1319999999496888,29700.0,0.8833922261137263,0.3189284005175626,0.25078369902462083,10612.495578126842,9374.996093751628
430,100453,4,12123.585,62955.0,59458.5,6300.0,62955.0,1,-1991.0,-1661.0,-1751.0,3496.5,0.9444603286562686,-3496.5,1.0588057214597062,0.10595625518538876,0.1000714796124102,9909.733483777529,10492.482512529146
431,100455,1,16039.755,175144.5,175144.5,0.0,175144.5,1,-433.0,-103.0,-103.0,0.0,0.9999999999429044,0.0,0.9999999999429044,0.0,0.0,14595.362837197637,14595.362837197637
432,100456,4,18973.395,0.0,0.0,25695.0,128470.5,1,-829.0,-679.0,-679.0,0.0,0.7999929944384124,-25695.0,0.0,0.2500109461642112,0.20000700548374864,17129.22145129758,21411.714313809483
433,100457,7,8339.04,54828.0,54828.0,0.0,54828.0,1,-251.0,79.0,365243.0,0.0,0.9999999998176112,0.0,0.9999999998176112,0.0,0.0,7588.1186765677685,7588.1186765677685
434,100458,1,6126.705,32962.5,34920.0,0.0,32962.5,1,-207.0,-57.0,-57.0,-1957.5,1.059385665207619,1957.5,0.9439432986987562,0.0,0.0,5819.990300016167,5493.740843765261
435,100459,1,5456.7,99895.5,120991.5,0.0,99895.5,1,-1000.0,-310.0,-340.0,-21096.0,1.2111806836933414,21096.0,0.8256406441092441,0.0,0.0,5041.310399454001,4162.310765703848
436,100461,5,2250.0,0.0,45000.0,6750.0,45000.0,1,-1088.0,365243.0,365243.0,-45000.0,1.202299999732822,9103.5,0.0,0.2354418457819488,0.1905729894011567,4500000000.0,3749.9968750026037
437,100462,2,5256.81,40905.0,39406.5,4500.0,40905.0,1,-2432.0,-2162.0,-2342.0,1498.5,0.9633663363981502,-1498.5,1.0380267212165435,0.11419435876969675,0.11001100107321574,3940.646059353941,4090.4959095040913
438,100463,12,13832.55,0.0,0.0,40500.0,166365.0,1,-1315.0,-985.0,-985.0,0.0,0.8314579388193757,-28039.5,0.0,0.2927876638585953,0.24344062752120696,11527.115394070503,13863.738446884629
439,100464,8,21596.67,279000.0,337923.0,0.0,279000.0,1,365243.0,365243.0,365243.0,-58923.0,1.2111935483436846,58923.0,0.8256318746925887,0.0,0.0,14080.119133283697,11624.995156252018
440,100465,5,3828.24,81990.0,81990.0,0.0,81990.0,1,-959.0,-269.0,-269.0,0.0,0.999999999878034,0.0,0.999999999878034,0.0,0.0,3416.248576563093,3416.248576563093
441,100466,9,5014.305,28305.0,24984.0,4500.0,28305.0,1,-2857.0,-2707.0,-2707.0,3321.0,0.8826709058884752,-3321.0,1.132925071592649,0.18011527370312388,0.15898251186752074,4163.993060011567,4717.492137513104
442,100468,9,66516.21,0.0,0.0,28350.0,1237500.0,1,-258.0,432.0,-78.0,0.0,1.05807999999145,71874.0,0.0,0.3048632953942669,0.2424009234113633,54557.227267821974,51562.47851563394
443,100470,5,11241.99,110911.5,110911.5,0.0,110911.5,1,-265.0,5.0,365243.0,0.0,0.999999999909838,0.0,0.999999999909838,0.0,0.0,6931.964417522238,6931.964417522238
444,100471,1,14607.135,202455.0,202455.0,0.0,202455.0,1,365243.0,526.0,365243.0,0.0,0.9999999999506064,0.0,0.9999999999506064,0.0,0.0,11247.493751392361,11247.493751392361
445,100472,2,8094.69,80955.0,72859.5,8095.5,80955.0,1,-2496.0,-2226.0,-2226.0,8095.5,0.8999999998888271,-8095.5,1.1111111109586105,0.11111111109586104,0.09999999998764746,7285.942714057286,8095.491904508096
446,100473,6,70685.775,2250000.0,2517300.0,16272.0,2250000.0,1,-710.0,-200.0,-440.0,-267300.0,1.1187999999950275,267300.0,0.8938148015695634,0.22430370321329612,0.1999999999754179,41954.993007501165,37499.993750001035
447,100475,2,9060.57,0.0,0.0,0.0,88609.5,1,-533.0,-203.0,-203.0,0.0,0.9999999998871452,0.0,0.0,0.0,0.0,7384.118846567628,7384.118846567628
448,100476,1,3417.21,20205.0,17955.0,2250.0,20205.0,1,-229.0,-79.0,-79.0,2250.0,0.8886414249499424,-2250.0,1.1253132825812793,0.12531328313822707,0.11135857455513062,2992.495012508313,3367.494387509354
449,100477,4,13417.425,112500.0,144864.0,,112500.0,1,-931.0,-421.0,-661.0,-32364.0,1.2876799998855395,32364.0,0.7765904572028529,,,8047.995528891373,6249.996527779707
450,100478,20,4130.865,0.0,0.0,0.0,36369.495,1,-401.0,-131.0,-401.0,0.0,0.9999999997250442,0.0,0.0,0.0,0.0,3636.945863054137,3636.945863054137
451,100479,2,5496.705,53633.25,54229.5,5352.75,53633.25,1,-702.0,-312.0,-342.0,-596.25,1.0111171705963895,596.25,0.9890050616382218,0.09870550159992153,0.09980282751841388,3873.5329474764653,3830.9436921830766
452,100480,1,17744.58,147537.0,145926.0,14755.5,147537.0,1,-1319.0,-989.0,-989.0,1611.0,0.9890807051120004,-1611.0,1.0110398420424709,0.10111631922336553,0.10001220032263013,12160.489866258446,12294.739754383538
453,100481,7,20835.36,229500.0,298629.0,0.0,229500.0,1,-465.0,225.0,-435.0,-69129.0,1.301215686217812,69129.0,0.7685121002726288,0.0,0.0,12442.869815470909,9562.496015626659
454,100482,11,4500.0,0.0,0.0,0.0,68382.0,1,-495.0,15.0,-405.0,0.0,1.1583969463954846,10831.5,0.0,0.0,0.0,45000000000.0,3798.997889445617
455,100483,5,6529.725,0.0,0.0,0.0,110079.0,1,-338.0,352.0,-218.0,0.0,1.2904096147957005,31968.0,0.0,0.0,0.0,5918.622533907278,4586.6230889070475
456,100484,10,25755.075,225000.0,239850.0,0.0,225000.0,1,-2549.0,-2219.0,-2219.0,-14850.0,1.0659999999526222,14850.0,0.9380863039008512,0.0,0.0,19987.48334376388,18749.984375013017
457,100485,8,5113.395,0.0,0.0,4.275,98909.775,1,-1132.0,-442.0,-442.0,0.0,0.9999567786904826,-4.274999999994178,0.0,4.322307656872236e-05,4.3221208415121646e-05,4121.060782891341,4121.238907817122
458,100486,3,12914.19,182920.5,182920.5,0.0,182920.5,1,-981.0,-471.0,-471.0,0.0,0.9999999999453316,0.0,0.9999999999453316,0.0,0.0,10162.244354308692,10162.244354308692
459,100487,9,3129.75,17055.0,15349.5,1705.5,17055.0,1,-1110.0,-960.0,-990.0,1705.5,0.8999999994722955,-1705.5,1.1111111103872366,0.11111111103872366,0.09999999994136616,2558.2457362571067,2842.4952625078963
460,100489,1,18565.335,185508.0,166954.5,18553.5,185508.0,1,-1100.0,-830.0,-830.0,18553.5,0.8999854453231136,-18553.5,1.1111290800121514,0.11112908007204783,0.10001455462298044,16695.433304566697,18550.78144921855
461,100490,3,28227.825,121671.0,137281.5,0.0,121671.0,1,-699.0,-549.0,-549.0,-15610.5,1.1283009097378751,15610.5,0.8862883927633157,0.0,0.0,22880.21186631356,20278.46620255633
462,100491,8,38783.925,337500.0,422851.5,30600.0,337500.0,1,-687.0,-477.0,-657.0,-85351.5,1.2528933332962104,85351.5,0.7981525428951262,0.23373320040836604,0.2001177162906208,23491.73694903503,18749.98958333912
463,100492,13,12375.0,0.0,0.0,16965.0,270000.0,1,-174.0,156.0,365243.0,0.0,0.9166666666327159,-22500.0,0.0,0.10554902289505144,0.10000795818706423,24750000000.0,27000000000.0
464,100493,12,22544.685,0.0,0.0,0.0,360000.0,1,-698.0,172.0,-188.0,0.0,1.1154999999690138,41580.0,0.0,0.0,0.0,13385.995538001487,11999.996000001333
465,100494,1,19683.0,247500.0,247500.0,,247500.0,1,-1005.0,-315.0,-555.0,0.0,0.999999999959596,0.0,0.999999999959596,,,10312.495703126791,10312.495703126791
466,100495,1,11529.99,155817.0,175869.0,0.0,155817.0,1,-364.0,146.0,365243.0,-20052.0,1.1286894240597185,20052.0,0.8859833170777123,0.0,0.0,9770.49457194746,8656.495190836005
467,100496,5,9486.765,42120.0,34807.5,8424.0,42120.0,1,-1380.0,-1290.0,-1290.0,7312.5,0.8263888886926901,-7312.5,1.210084033265795,0.24201680665315894,0.1999999999525166,8701.853245366887,10529.973675065814
468,100497,2,5917.005,75060.0,31608.0,45036.0,75060.0,1,-783.0,-633.0,-723.0,43452.0,0.4211031174498929,-43452.0,2.374715261207696,1.4248291567246174,0.5999999999200639,5267.991220014634,12509.979150034751
469,100498,11,6756.21,107955.0,130756.5,0.0,107955.0,1,-768.0,-78.0,-408.0,-22801.5,1.2112130053067285,22801.5,0.8256186116311144,0.0,0.0,5448.185229922821,4498.123125782031
470,100499,4,6750.0,135000.0,135000.0,112500.0,135000.0,1,-808.0,-538.0,-568.0,0.0,0.9999999999259259,0.0,0.9999999999259259,1.685544767816501,0.6730018574448662,13499999999.999998,13499999999.999998
471,100500,4,13070.115,0.0,0.0,0.0,124330.5,1,-1784.0,-1454.0,-1484.0,0.0,1.0989901913770963,12307.5,0.0,0.0,0.0,11386.490511257907,10360.866365944696
472,100502,8,47171.835,450000.0,470790.0,0.0,450000.0,1,-1280.0,-950.0,-1010.0,-20790.0,1.0461999999767508,20790.0,0.9558401835010124,0.0,0.0,39232.46730627725,37499.96875002603
473,100503,13,45506.025,1129500.0,1227901.5,0.0,1129500.0,1,-1088.0,-758.0,-848.0,-98401.5,1.0871195219027256,98401.5,0.9198620573317984,0.0,0.0,34108.36552545402,31374.991284724638
474,100504,6,8250.255,45675.0,41107.5,4567.5,45675.0,1,-2829.0,-2679.0,-2679.0,4567.5,0.8999999998029556,-4567.5,1.1111111108408172,0.1111111110840817,0.09999999997810616,6851.238581269032,7612.487312521146
475,100505,1,26608.275,270000.0,393322.5,,270000.0,1,,,,-123322.5,1.4567499999460465,123322.5,0.6864595846744984,,,10925.621965105009,7499.997916667245
476,100506,2,24742.305,265077.0,265077.0,0.0,265077.0,1,-579.0,-249.0,-249.0,0.0,0.9999999999622752,0.0,0.9999999999622752,0.0,0.0,22089.73159189034,22089.73159189034
477,100507,12,13474.575,134955.0,134955.0,0.0,134955.0,1,-251.0,79.0,365243.0,0.0,0.9999999999259012,0.0,0.9999999999259012,0.0,0.0,9593.992005006663,11992.49000625833
478,100508,9,37655.28,537268.5,572373.0,0.0,537268.5,1,-344.0,166.0,-164.0,-35104.5,1.0653388389405791,35104.5,0.9386684906356751,0.0,0.0,31798.48233417648,29848.2334176481
479,100509,5,7465.23,62954.64,62262.0,6299.64,62954.64,1,-1692.0,-1362.0,-1362.0,692.6399999999994,0.9889977925393588,-692.6399999999994,1.0111246023238694,0.10117953164029753,0.10006633345849228,5188.495676253603,5246.215628153644
480,100510,3,13500.0,270000.0,270000.0,0.0,270000.0,1,-1648.0,122.0,365243.0,0.0,0.9999999999629628,0.0,0.9999999999629628,0.0,0.0,27000000000.0,27000000000.0
481,100511,1,17183.52,82440.0,92043.0,0.0,82440.0,1,-756.0,-606.0,-666.0,-9603.0,1.1164847160217752,9603.0,0.8956683288359062,0.0,0.0,15340.474432542613,13739.97710003817
482,100512,1,15754.32,97713.0,87318.0,10395.0,97713.0,1,-128.0,22.0,365243.0,10395.0,0.8936170211851425,-10395.0,1.1190476189194614,0.11904761903398525,0.10638297871251697,14552.975745040425,16285.472857545241
483,100513,3,11392.2,0.0,0.0,0.0,117058.5,1,-555.0,-225.0,-225.0,0.0,1.1094452772665424,12811.5,0.0,0.0,0.0,10822.490981257515,9754.866870944274
484,100514,10,6069.42,148216.5,133393.5,14823.0,148216.5,1,-1502.0,-812.0,-842.0,14823.0,0.8999908916416195,-14823.0,1.111122355953542,0.11112235602850797,0.10000910829091167,5558.060184141589,6175.684926797947
485,100515,4,29576.745,585000.0,654498.0,14395.5,585000.0,1,-1027.0,-337.0,-817.0,-69498.0,1.118799999980875,69498.0,0.8938148015594576,0.10110299926599434,0.0999999999930534,18180.494949862517,16249.995486112362
486,100516,9,8446.725,67500.0,81157.5,1800.0,67500.0,1,-837.0,-507.0,-507.0,-13657.5,1.2023333331552095,13657.5,0.8317161074661348,0.09376465067783266,0.10554089703574264,6763.119364067197,5624.9953125039065
487,100517,5,32775.255,540000.0,604152.0,0.0,540000.0,1,-662.0,388.0,-452.0,-64152.0,1.1187999999792817,64152.0,0.8938148015583196,0.0,0.0,16781.995338334626,14999.99583333449
488,100518,4,21709.125,450000.0,512370.0,0.0,450000.0,1,-496.0,554.0,365243.0,-62370.0,1.1385999999746976,62370.0,0.8782715615496951,0.0,0.0,14232.496046528877,12499.99652777874
489,100519,6,14436.495,67500.0,77733.0,12600.0,67500.0,1,-752.0,-602.0,-602.0,-10233.0,1.1515999998293924,10233.0,0.8683570683148267,0.2502234137125959,0.2001429592248204,12955.47840753599,11249.981250031253
490,100520,1,5280.39,96772.5,117211.5,0.0,96772.5,1,-557.0,133.0,365243.0,-20439.0,1.2112066959920218,20439.0,0.8256229123570961,0.0,0.0,4883.810465078973,4032.185819922575
491,100521,7,5612.895,61452.0,55305.0,6147.0,61452.0,1,-514.0,-184.0,-424.0,6147.0,0.8999707086994775,-6147.0,1.1111472740057593,0.11114727418657494,0.10002929113779384,4608.746159378201,5120.9957325035575
492,100522,6,8721.585,76788.0,76788.0,0.0,76788.0,1,-413.0,-263.0,-323.0,0.0,0.9999999998697712,0.0,0.9999999998697712,0.0,0.0,7678.792321207679,7678.792321207679
493,100523,7,4026.15,34645.5,38304.0,0.0,34645.5,1,-1010.0,-680.0,-680.0,-3658.5,1.1055981293081067,3658.5,0.9044877817187532,0.0,0.0,3191.997340002217,2887.122594064505
494,100524,18,29363.355,450000.0,556335.0,8797.5,450000.0,1,-781.0,-271.0,-511.0,-106335.0,1.2362999999725266,106335.0,0.8088651621629259,0.2415071030837946,0.19999999995453246,23180.615341410277,18749.992187503256
495,100525,1,6242.355,55345.5,60826.5,0.0,55345.5,1,-1090.0,-760.0,-760.0,-5481.0,1.099032441463347,5481.0,0.9098912479084129,0.0,0.0,5068.870775941021,4612.121156565703
496,100526,7,5956.065,67500.0,74182.5,0.0,67500.0,1,-570.0,-60.0,-60.0,-6682.5,1.098999999837185,6682.5,0.9099181072476772,0.0,0.0,4121.247710417939,3749.997916667824
497,100527,2,5069.25,100557.0,111928.5,0.0,100557.0,1,-437.0,253.0,365243.0,-11371.5,1.1130851157937205,11371.5,0.8984038916899266,0.0,0.0,4663.6855567976845,4189.8732542194775
498,100528,14,4702.095,0.0,0.0,0.0,21550.5,1,-1173.0,-1023.0,-1053.0,0.0,1.0494884104547513,1066.5,0.0,0.0,0.0,3769.493717510471,3591.744013759977
499,100529,1,15973.65,145215.0,145215.0,0.0,145215.0,1,-320.0,-50.0,-50.0,0.0,0.9999999999311366,0.0,0.9999999999311366,0.0,0.0,14521.485478514522,14521.485478514522
500,100530,2,2250.0,45000.0,45000.0,0.0,45000.0,1,365243.0,365243.0,365243.0,0.0,0.9999999997777776,0.0,0.9999999997777776,0.0,0.0,4500000000.0,4500000000.0
501,100531,2,2250.0,45000.0,45000.0,,45000.0,1,-122.0,365243.0,365243.0,0.0,0.9999999997777776,0.0,0.9999999997777776,,,4500000000.0,4500000000.0
502,100532,3,11421.405,180000.0,215640.0,,180000.0,1,-183.0,365243.0,365243.0,-35640.0,1.1979999999334443,35640.0,0.8347245408627934,,,5989.998336111574,4999.998611111497
503,100533,3,4970.52,19138.5,17446.5,2250.0,19138.5,1,-2756.0,-2666.0,-2666.0,1692.0,0.9115918170642464,-1692.0,1.0969822021053035,0.12896569505117605,0.11756407235804055,4361.61409596476,4784.613038467404
504,100534,13,6401.34,49500.0,59688.0,0.0,49500.0,1,-1398.0,-1068.0,-1068.0,-10188.0,1.205818181574582,10188.0,0.8293124244690201,0.0,0.0,4973.995855003454,4124.9965625028635
505,100535,3,12044.34,180000.0,203760.0,2700.0,180000.0,1,-1290.0,-600.0,-600.0,-23760.0,1.1319999999371109,23760.0,0.8833922261050554,0.10128291691001466,0.1001669448710195,8489.996462501475,7499.996875001302
506,100536,15,2907.225,13801.5,14485.5,0.0,13801.5,1,-2885.0,-2735.0,-2735.0,-684.0,1.0495598296927438,684.0,0.9527803659157223,0.0,0.0,2414.2459762567064,2300.2461662563896
507,100537,6,8453.295,44550.0,37404.0,8910.0,44550.0,1,-2085.0,-1935.0,-1935.0,7146.0,0.839595959407498,-7146.0,1.1910490853408593,0.2382098170681719,0.19999999995510664,6233.989610017317,7424.987625020625
508,100538,4,11809.845,0.0,0.0,0.0,89995.5,1,-1209.0,-939.0,-939.0,0.0,1.0880044000991156,7920.0,0.0,0.0,0.0,9791.540208459792,8999.541000459
509,100539,12,13894.65,247500.0,247500.0,22833.0,247500.0,1,-163.0,167.0,-73.0,0.0,0.999999999959596,0.0,0.999999999959596,0.2500246377966093,0.20001576787904127,8249.997250000917,8249.997250000917
510,100540,6,5753.61,71257.5,57006.0,14251.5,71257.5,1,-328.0,2.0,-268.0,14251.5,0.7999999998877311,-14251.5,1.2499999997807247,0.2499999999561449,0.1999999999719328,4750.496041253299,5938.120051566623
511,100541,1,2819.25,30555.0,27499.5,3055.5,30555.0,1,-666.0,-336.0,-516.0,3055.5,0.8999999997054492,-3055.5,1.1111111107070637,0.11111111107070634,0.09999999996727213,2291.6230903140913,2546.247878126768
512,100542,6,22500.0,0.0,0.0,0.0,113445.0,1,-772.0,365243.0,365243.0,0.0,1.158389527862983,17968.5,0.0,0.0,0.0,45000000000.0,6302.496498613055
513,100543,1,27796.095,450000.0,512370.0,,450000.0,1,-1197.0,-147.0,-597.0,-62370.0,1.1385999999746976,62370.0,0.8782715615496951,,,14232.496046528877,12499.99652777874
514,100545,7,7626.735,76275.0,68647.5,7627.5,76275.0,1,-1404.0,-1134.0,-1134.0,7627.5,0.8999999998820059,-7627.5,1.1111111109492535,0.11111111109492536,0.09999999998688952,6864.743135256866,7627.492372507628
515,100546,1,12962.79,101070.0,111078.0,0.0,101070.0,1,-2337.0,-2007.0,-2007.0,-10008.0,1.0990204807461146,10008.0,0.9099011504609462,0.0,0.0,9256.492286256429,8422.49298125585
516,100547,15,42231.015,900000.0,1004544.0,7479.0,900000.0,1,-539.0,871.0,-449.0,-104544.0,1.1161599999875982,104544.0,0.8959288990736501,0.10216375705513704,0.10003611410724073,20927.995640000907,18749.99609375081
517,100548,19,4266.675,16110.0,14976.0,1611.0,16110.0,1,-2495.0,-2405.0,-2405.0,1134.0,0.9296089379704476,-1134.0,1.0757211531278572,0.10757211531278572,0.09999999993792676,3743.9906400234004,4027.4899312751722
518,100549,6,25747.425,0.0,0.0,23985.0,239827.5,1,-2171.0,-1901.0,-1901.0,0.0,0.9663195421306432,-8077.5,0.0,0.10349514562660216,0.10000938173895782,23174.976825023175,23982.726017273984
519,100550,4,13500.0,0.0,270000.0,0.0,900000.0,1,-587.0,365243.0,365243.0,-270000.0,1.1451999999872755,130680.0,0.0,0.0,0.0,27000000000.0,14999.997500000414
520,100551,22,14746.455,0.0,0.0,3510.0,135000.0,1,-494.0,-164.0,-344.0,0.0,1.0659999999210372,8910.0,0.0,0.08731669089958165,0.09898477154568956,11992.49000625833,11249.990625007813
521,100552,10,5651.1,45000.0,51201.0,0.0,45000.0,1,-2218.0,-1888.0,-2008.0,-6201.0,1.1377999997471555,6201.0,0.8788890840259196,0.0,0.0,4266.746444377964,3749.9968750026037
522,100553,3,16204.815,0.0,0.0,7461.0,225000.0,1,-969.0,-279.0,-279.0,0.0,1.2897799999426764,65200.5,0.0,0.10264347178678283,0.09999999998659696,12091.682461798977,9374.996093751628
523,100554,2,41548.5,1575000.0,1575000.0,,1575000.0,1,-128.0,365243.0,365243.0,0.0,0.9999999999936507,0.0,0.9999999999936507,,,26249.995625000727,26249.995625000727
524,100555,3,19069.29,270000.0,306531.0,0.0,270000.0,1,-463.0,365243.0,365243.0,-36531.0,1.1352999999579518,36531.0,0.8808244516580436,0.0,0.0,10217.696594101137,8999.997000001
