,Unnamed: 0,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,target,proba,cluster,debt_ratio,age,proba_group,debt_group,age_group
239,239,101616,Cash loans,F,N,N,0,58500.0,58500.0,6939.0,58500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392000000000002,-13674,-1223,-1369.0,-4424,,1,1,1,1,0,1,Cooking staff,2.0,2,2,FRIDAY,18,0,0,0,0,0,0,Kindergarten,0.3571949227061449,0.5274617708090951,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-350.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.10895528808580493,1,0.1186153846153846,37.463013698630135,10-20,25-50,40-45
240,240,101643,Cash loans,F,Y,Y,1,202500.0,272520.0,21658.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-14718,-1763,-1205.0,-1901,5.0,1,1,0,1,0,0,Laborers,3.0,2,2,TUESDAY,7,0,0,0,0,0,0,Self-employed,,0.5754066355115252,0.3910549766342248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-108.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.5659755371576295,5,0.10695555555555557,40.32328767123288,50-60,25-50,45-50
241,241,101644,Cash loans,M,Y,N,0,270000.0,547344.0,28075.5,472500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018029,-18962,-10091,-5978.0,-2506,17.0,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,Other,,0.4092142007566335,0.7490217048463391,0.0464,0.0873,0.9901,,,0.0,0.1379,0.1667,,0.0148,,0.0574,,0.0,0.0473,0.0906,0.9901,,,0.0,0.1379,0.1667,,0.0151,,0.0598,,0.0,0.0468,0.0873,0.9901,,,0.0,0.1379,0.1667,,0.0151,,0.0585,,0.0,,block of flats,0.0453,Mixed,No,12.0,0.0,12.0,0.0,-2335.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3936924069241451,4,0.10398333333333333,51.950684931506856,30-40,25-50,55-60
242,242,101649,Cash loans,M,Y,N,0,180000.0,267102.0,27499.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006000000000001,-15677,-5857,-3670.0,-827,7.0,1,1,0,1,0,0,Low-skill Laborers,2.0,2,1,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 2,0.2126666318815114,0.23036488015639245,0.4489622731076524,1.0,0.0923,0.9935,0.9116,0.036000000000000004,0.16,0.1379,0.3333,0.375,0.0794,0.1177,0.1589,0.0039,0.0151,1.0,0.0958,0.9935,0.9151,0.0363,0.1611,0.1379,0.3333,0.375,0.0812,0.1286,0.1655,0.0039,0.016,1.0,0.0923,0.9935,0.9128,0.0362,0.16,0.1379,0.3333,0.375,0.0807,0.1197,0.1617,0.0039,0.0154,reg oper account,block of flats,0.1491,Panel,No,7.0,0.0,7.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.4796156357159597,4,0.152775,42.950684931506856,40-50,25-50,45-50
243,243,101650,Cash loans,F,N,N,0,126000.0,245268.0,19507.5,202500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-13504,-1310,-6967.0,-5267,,1,1,1,1,0,0,Sales staff,2.0,2,2,THURSDAY,2,0,0,0,0,0,0,Business Entity Type 3,,0.6422694277990404,,0.0907,0.028,0.9737,0.6396,0.0172,0.0,0.1379,0.1667,0.2083,0.0772,0.07400000000000001,0.0714,0.0,0.0,0.0924,0.029,0.9737,0.6537,0.0173,0.0,0.1379,0.1667,0.2083,0.079,0.0808,0.0743,0.0,0.0,0.0916,0.028,0.9737,0.6444,0.0173,0.0,0.1379,0.1667,0.2083,0.0786,0.0752,0.0726,0.0,0.0,reg oper account,block of flats,0.066,"Stone, brick",No,0.0,0.0,0.0,0.0,-970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.4281689616107085,5,0.15482142857142858,36.9972602739726,40-50,25-50,40-45
244,244,101665,Cash loans,F,N,N,0,90000.0,360000.0,15264.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-23007,365243,-14236.0,-4957,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,0.7151936044667494,0.7121726618114671,0.7407990879702335,0.1021,0.093,0.9801,0.728,0.0112,0.0,0.2069,0.1667,0.2083,0.078,0.0832,0.0884,0.0,0.0,0.104,0.0965,0.9801,0.7387,0.0113,0.0,0.2069,0.1667,0.2083,0.0797,0.0909,0.0921,0.0,0.0,0.1031,0.093,0.9801,0.7316,0.0113,0.0,0.2069,0.1667,0.2083,0.0793,0.0847,0.09,0.0,0.0,reg oper spec account,block of flats,0.0756,"Stone, brick",No,1.0,0.0,1.0,0.0,-2383.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17277923297892436,1,0.1696,63.03287671232878,10-20,25-50,65-70
245,245,101667,Cash loans,F,N,N,0,135000.0,440784.0,27094.5,360000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.007305,-8316,-319,-3102.0,-995,,1,1,0,1,0,1,,1.0,3,3,SATURDAY,12,0,0,0,0,0,0,Other,0.2434609636035649,0.6810341404494202,0.3740208032583212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-897.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0.3456767285094831,6,0.2007,22.78356164383561,30-40,50-75,25-30
246,246,101669,Cash loans,F,N,Y,0,67500.0,98109.0,7267.5,81000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.009175,-22166,365243,-2123.0,-4288,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,19,0,0,0,0,0,0,XNA,,0.713595983891026,0.30162489168411943,0.2474,0.1297,0.9806,,,0.0,0.1379,0.1667,,0.0251,,0.1269,,0.0,0.2521,0.1346,0.9806,,,0.0,0.1379,0.1667,,0.0257,,0.1322,,0.0,0.2498,0.1297,0.9806,,,0.0,0.1379,0.1667,,0.0255,,0.1291,,0.0,,block of flats,0.1054,"Stone, brick",No,0.0,0.0,0.0,0.0,-339.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0,1,0.5490772873018928,1,0.10766666666666666,60.728767123287675,50-60,25-50,65-70
247,247,101674,Cash loans,M,Y,N,1,234000.0,552555.0,30105.0,477000.0,Other_A,Working,Higher education,Separated,With parents,0.008625,-9998,-420,-4577.0,-2665,14.0,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,15,1,1,0,1,1,0,Business Entity Type 3,,0.4121091138595088,0.5136937663039473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-638.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.3528352958825036,0,0.12865384615384615,27.39178082191781,30-40,25-50,30-35
248,248,101675,Cash loans,F,N,N,0,180000.0,225000.0,22252.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-18309,-2256,-2627.0,-1866,,1,1,0,1,1,0,Sales staff,1.0,1,1,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.7485319924646802,0.6554218572850649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.4160842899030391,6,0.123625,50.16164383561644,40-50,25-50,55-60
249,249,101678,Cash loans,F,N,Y,0,171000.0,675000.0,25578.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.028663,-17673,-3060,-220.0,-1204,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Kindergarten,0.2924754012532824,0.2629528308516002,0.5954562029091491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-710.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.2746541260694275,6,0.14957894736842106,48.419178082191785,20-30,25-50,50-55
250,250,101682,Cash loans,F,N,N,0,135000.0,135000.0,16020.0,135000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.028663,-9006,-115,-2045.0,-1679,,1,1,1,1,0,0,Accountants,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.3915699139580133,0.6054743086517351,0.25946765482111994,0.1134,0.0455,0.9955,0.9388,0.0372,0.08,0.0345,0.5833,0.625,,0.0925,0.1067,0.0154,0.0466,0.1155,0.0472,0.9955,0.9412,0.0375,0.0806,0.0345,0.5833,0.625,,0.101,0.1112,0.0156,0.0493,0.1145,0.0455,0.9955,0.9396,0.0374,0.08,0.0345,0.5833,0.625,,0.0941,0.1086,0.0155,0.0476,reg oper account,block of flats,0.1144,,No,0.0,0.0,0.0,0.0,-880.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.3463888912977248,3,0.11866666666666667,24.67397260273973,30-40,25-50,25-30
251,251,101686,Cash loans,F,N,Y,1,90000.0,177768.0,7960.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.030755,-21648,-1425,-66.0,-4722,,1,1,0,1,0,0,Security staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Other,,0.6658394042526368,0.3893387918468769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1415.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,1,0.5691096813025106,5,0.08845,59.30958904109588,50-60,0-25,60-65
252,252,101697,Cash loans,M,N,Y,8,180000.0,389844.0,18751.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-12883,-1674,-199.0,-3370,,1,1,0,1,0,0,Laborers,10.0,3,3,TUESDAY,4,0,1,1,0,1,1,Transport: type 4,0.33233016287051925,0.5024455663626127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-897.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0.5980813070656645,4,0.104175,35.295890410958904,50-60,25-50,40-45
253,253,101700,Cash loans,F,N,N,1,135000.0,675000.0,36747.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-11642,-2054,-1020.0,-1349,,1,1,1,1,1,0,,3.0,3,3,THURSDAY,5,0,0,0,0,0,0,Business Entity Type 3,0.0922053366698282,0.3919152942401533,0.14287252304131962,,,0.9747,,,,,,,,,,,,,,0.9747,,,,,,,,,,,,,,0.9747,,,,,,,,,,,,,block of flats,0.0312,"Stone, brick",No,2.0,0.0,2.0,0.0,-662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.5684103469547993,3,0.2722,31.895890410958906,50-60,50-75,35-40
254,254,101711,Cash loans,M,N,Y,0,90000.0,248760.0,25618.5,225000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-24371,365243,-10264.0,-4186,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.6835038851999318,,0.1082,0.0756,0.993,0.898,0.1395,0.1,0.0862,0.3646,0.1667,0.0051,0.0829,0.1006,0.0051,0.0089,0.0777,0.0537,0.996,0.9412,0.0401,0.0403,0.0345,0.375,0.0417,0.0,0.0661,0.0685,0.0078,0.0,0.1041,0.0601,0.996,0.9396,0.1573,0.1,0.0862,0.375,0.0417,0.0052,0.0684,0.0827,0.0078,0.0009,org spec account,block of flats,0.0854,"Stone, brick",No,3.0,0.0,3.0,0.0,-1242.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.3070154966547339,2,0.28465,66.76986301369864,30-40,50-75,70+
255,255,101714,Cash loans,F,N,Y,0,202500.0,906660.0,34308.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-20266,365243,-7378.0,-3822,,1,0,0,1,1,0,,2.0,1,1,FRIDAY,16,0,0,0,0,0,0,XNA,0.6315963320074983,0.6879149429663663,0.4596904504249018,0.0894,0.0802,0.9771,0.6396,0.0067,0.056,0.0828,0.425,0.3438,0.0,0.0706,0.1157,0.0106,0.1004,0.063,0.0414,0.9717,0.6276,0.0,0.0,0.0345,0.1667,0.2083,0.0,0.0551,0.0537,0.0,0.0,0.0911,0.0855,0.9737,0.6377,0.0034,0.08,0.1034,0.3333,0.2917,0.0,0.0701,0.1091,0.0,0.0508,not specified,block of flats,0.2457,Block,No,0.0,0.0,0.0,0.0,-389.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,0,0.0615601217755925,1,0.16942222222222222,55.52328767123288,0-10,25-50,60-65
256,256,101715,Cash loans,F,N,Y,0,112500.0,424255.5,33646.5,346500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-13065,-348,-2746.0,-956,,1,1,0,1,0,0,Cleaning staff,2.0,3,2,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.4836453014247956,0.2750003523983893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-1045.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.6341145752055273,5,0.29908,35.794520547945204,60-70,50-75,40-45
257,257,101728,Cash loans,F,N,Y,0,157500.0,543037.5,30451.5,463500.0,Unaccompanied,Commercial associate,Incomplete higher,Widow,Office apartment,0.0031219999999999998,-17467,-4226,-477.0,-1017,,1,1,0,1,1,0,Managers,1.0,3,3,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.7108453974008633,0.5774835438833401,0.4507472818545589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,-1617.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.21884125211030936,6,0.19334285714285715,47.854794520547955,20-30,25-50,50-55
258,258,101732,Cash loans,F,N,Y,0,157500.0,218016.0,17352.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-19356,365243,-971.0,-2267,,1,0,0,1,0,1,,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,0.4329221768371199,0.6210216540210217,0.5028782772082183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-690.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4519130795542389,1,0.11017142857142856,53.030136986301365,40-50,25-50,55-60
259,259,101757,Cash loans,F,N,N,0,94500.0,174132.0,20664.0,157500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-23439,365243,-10725.0,-4641,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,0.3023100978146823,0.3359861074328905,0.28961123838200553,0.033,,0.9603,,,0.0,0.1379,0.125,,0.0347,,0.0436,,0.0,0.0336,,0.9603,,,0.0,0.1379,0.125,,0.0355,,0.0455,,0.0,0.0333,,0.9603,,,0.0,0.1379,0.125,,0.0353,,0.0444,,0.0,,block of flats,0.0343,Block,No,2.0,1.0,2.0,1.0,-732.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,1,0.8066794030919234,1,0.21866666666666668,64.21643835616439,80-90,50-75,65-70
260,260,101758,Cash loans,M,Y,Y,1,216000.0,163512.0,10449.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-9198,-1074,-806.0,-1626,7.0,1,1,1,1,0,1,,3.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.3401025670068576,0.5880481690382212,0.511891801533151,0.0639,0.0234,0.9747,,,0.0,0.1207,0.1667,,,,0.0373,,0.0,0.063,0.0,0.9747,,,0.0,0.1034,0.1667,,,,0.036000000000000004,,0.0,0.0645,0.0234,0.9747,,,0.0,0.1207,0.1667,,,,0.038,,0.0,,block of flats,0.0522,"Stone, brick",No,1.0,0.0,1.0,0.0,-803.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.3514292476824977,4,0.048375,25.2,30-40,0-25,30-35
261,261,101759,Cash loans,F,N,N,1,157500.0,468333.0,30060.0,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,-12971,-1774,-2704.0,-4319,,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.27631850544724035,0.6418724119778133,0.5602843280409464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1612.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.3403772629211248,5,0.19085714285714286,35.536986301369865,30-40,25-50,40-45
262,262,101762,Cash loans,F,N,N,0,675000.0,941580.0,98874.0,900000.0,Family,Working,Higher education,Married,House / apartment,0.072508,-17231,-2061,-7999.0,-774,,1,1,0,1,1,0,Managers,2.0,1,1,SATURDAY,18,0,0,0,0,0,0,Other,0.7539386106949737,0.6871350905026973,0.4525335592581747,0.3804,,0.9811,,,0.64,0.2759,0.4583,,,,,,,0.3876,,0.9811,,,0.6445,0.2759,0.4583,,,,,,,0.3841,,0.9811,,,0.64,0.2759,0.4583,,,,,,,,block of flats,0.3072,Panel,No,0.0,0.0,0.0,0.0,-1128.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.06997694252494986,2,0.14648,47.20821917808219,0-10,25-50,50-55
263,263,101764,Cash loans,F,N,N,0,157500.0,272520.0,21528.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-16063,-2374,-9993.0,-4294,,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,0.3697550911164367,0.6121300460815481,0.5298898341969072,0.2309,0.1506,0.9876,0.83,0.0581,0.24,0.2069,0.3333,0.375,0.0982,0.1883,0.246,0.0,0.0,0.2353,0.1563,0.9876,0.8367,0.0586,0.2417,0.2069,0.3333,0.375,0.1005,0.2057,0.2563,0.0,0.0,0.2332,0.1506,0.9876,0.8323,0.0585,0.24,0.2069,0.3333,0.375,0.0999,0.1915,0.2504,0.0,0.0,,block of flats,0.2606,Panel,No,0.0,0.0,0.0,0.0,-1553.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3624652128505919,5,0.1366857142857143,44.00821917808219,30-40,25-50,45-50
264,264,101780,Cash loans,M,N,Y,1,225000.0,432990.0,34339.5,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11006,-542,-942.0,-3574,,1,1,0,1,0,0,Drivers,3.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.16127528607626185,0.35217153160980297,0.21275630545434146,0.1031,0.113,0.9767,,,,0.2069,0.1667,,0.0205,,0.0609,,0.1749,0.105,0.1173,0.9767,,,,0.2069,0.1667,,0.021,,0.0634,,0.1851,0.1041,0.113,0.9767,,,,0.2069,0.1667,,0.0209,,0.062,,0.1785,,block of flats,0.0859,"Stone, brick",No,3.0,2.0,3.0,2.0,-767.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,0,0.4394071108158632,4,0.15262,30.153424657534245,40-50,25-50,35-40
265,265,101784,Cash loans,M,N,Y,1,261000.0,1030680.0,63184.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006629,-19206,-3770,-3731.0,-2760,,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,8,0,0,0,0,0,0,Industry: type 9,0.7335121392834241,0.7741961093525733,0.6769925032909132,0.1299,0.1484,0.9826,0.762,0.0276,0.0,0.2528,0.1667,0.0417,0.1013,0.1059,0.113,0.0,0.0138,0.084,0.0909,0.9821,0.7648,0.0106,0.0,0.1379,0.1667,0.0417,0.0796,0.0735,0.07400000000000001,0.0,0.0093,0.1135,0.1314,0.9826,0.7652,0.0363,0.0,0.2414,0.1667,0.0417,0.1031,0.0932,0.0992,0.0,0.016,reg oper account,block of flats,0.1574,Panel,No,0.0,0.0,0.0,0.0,-461.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0318004366965137,4,0.2420862068965517,52.61917808219178,0-10,50-75,55-60
266,266,101789,Cash loans,M,Y,Y,0,337500.0,1350000.0,43681.5,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019688999999999998,-17447,-3152,-3039.0,-879,7.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.7846190258656609,0.6578229893376922,0.5316861425197883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,-2379.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2670305894973186,0,0.12942666666666666,47.8,20-30,25-50,50-55
267,267,101816,Cash loans,F,N,Y,0,90000.0,420498.0,20358.0,351000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-23043,365243,-3559.0,-4974,,1,0,0,1,0,0,,1.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.3853791593532381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-657.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.21055525908528056,2,0.2262,63.13150684931506,20-30,50-75,65-70
